"codeID","code","description","unit","countryID","isoCode","countryName","dataYear","note","source","answer1"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",6,"AFG","Afghanistan",2013,"9.1GB OFC and 10GB Satellite","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","19100"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",11,"DZA","Algeria",2013,"","","169984"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",14,"AND","Andorra",2013,"Purchased capacity.","Andorra Telecom SAU","3000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",17,"ARM","Armenia",2013,"","Ministry of Transport and Communication of Armenia","76000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",18,"SAU","Saudi Arabia",2013,"","Communication and Information Technology Commission","814200"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",25,"AZE","Azerbaijan",2013,"","Ministry of Communications and High Technologies (MC&HT)","250000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",35,"BHR","Bahrain",2013,"","Telecommunications Regulatory Authority ","290000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",50,"CHN","China",2013,"","MIIT.","6.94989e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",53,"COL","Colombia",2013,"","Ministerio de Tecnologías de la Información y las Comunicaciones","1.39177e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",63,"CUB","Cuba",2013,"","Ministerio de Comunicaciones","1173"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",74,"EGY","Egypt",2013,"","Ministry of Communications and Information Technology","358840"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",75,"ECU","Ecuador",2013,"Only fibre-optic submarine cables.","Agencia de Regulación y Control de las Telecomunicaciones","485222"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",92,"GMB","Gambia",2013,"","The Gambia Public Utilities Regulatory Authority","10240"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",100,"GIN","Guinea",2013,"","GUILAB","40000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",103,"HKG","Hong Kong, China",2013,"","Office of the Communications Authority","1.35894e+007"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",120,"JPN","Japan",2013,"","ITU research based on Telegeography's website.","4.25393e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",125,"KEN","Kenya",2013,"","Communications Authority  of Kenya","862473"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",128,"KOR","Korea (Rep. of)",2013,"","Ministry of Science, ICT and Future Planning","1.26556e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",135,"LCA","Saint Lucia",2013,"","National Telecommunications Regulatory Commission (NTRC)","50000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",137,"LSO","Lesotho",2013,"","Lesotho Communications Authority","755"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",139,"LUX","Luxembourg",2013,"","Institut Luxembourgeois de Régulation","7.04643e+007"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",141,"MAC","Macao, China",2013,"","Bureau of Telecommunications Regulation","56244"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",148,"MYS","Malaysia",2013,"","Malaysian Communications and Multimedia Commission","1.9378e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",149,"MDV","Maldives",2013,"","Communications Authority of Maldives","8294"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",155,"MAR","Morocco",2013,"","Agence Nationale de Réglementation des Télécommunications","412000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",156,"MHL","Marshall Islands",2013,"lit 10g","Marshall Islands National Telecommunications Authority (NTA)","10000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",175,"PYF","French Polynesia",2013,"","Direction générale de l'économie numérique (DGEN)","5000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",176,"OMN","Oman",2013,"","Telecommunication Regulatory Authority","84570"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",182,"PAK","Pakistan",2013,"As per data received from PTCL and TWA","","205229"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",184,"PHL","Philippines",2013,"","Information and Communications Technology Office","1.5e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",192,"PRY","Paraguay",2013,"","Comisión Nacional de Telecomunicaciones - CONATEL","30389"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",196,"QAT","Qatar",2013,"","ictQATAR","95000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",202,"RUS","Russian Federation",2013,"","Ministry of Telecom and Mass Communications of the Russian Federation","3.61727e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",207,"SYC","Seychelles",2013,"Downlink capacity","Office of the President, Department of Information Communications Technology ","1110.4"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",208,"SHN","St. Helena",2013,"","Sure South Atlantic Ltd.","30"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",224,"SYR","Syrian Arab Republic",2013,"","Syrian Telecommunication Regulatory Authority","31155"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",229,"THA","Thailand",2013,"","Ministry of Information and Communication Technology","929679"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",235,"TUN","Tunisia",2013,"","Ministère des Technologies de la Communication et de l'Economie Numérique","92160"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",236,"TUR","Türkiye",2013,"","Information and Communication Technologies Authority (ICTA)","2.05306e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",242,"URY","Uruguay",2013,"Installed capacity.","Unidad Reguladora de Servicios de Comunicaciones","118642"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",247,"VEN","Venezuela",2013,"Final.","Comisión Nacional de Telecomunicaciones","206082"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",253,"WLF","Wallis and Futuna",2013,"","Service des Postes et Telecommunications","0"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",277,"KAZ","Kazakhstan",2013,"","The Committee for Communication, informatization and information of the Ministry for Investment and Development of the Republic of Kazakhstan","432500"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",6,"AFG","Afghanistan",2014,"18.6 GB OFC and 20GB Satellite","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","38600"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",8,"AGO","Angola",2014,"","Angolan Institute of Communications","22299"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",10,"ALB","Albania",2014,"Purchased capacity.","Minister of State for the Innovation and Public Administration","61410"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",11,"DZA","Algeria",2014,"Source: ARPT/Algérie Télécom","Ministère de la  Poste et des Technologies de l'Information et de la Communication","405000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",14,"AND","Andorra",2014,"Purchased capacity.","Servei de Telecomunicacions d'Andorra","6000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",17,"ARM","Armenia",2014,"","Ministry of Transport and Communication of Armenia","87897"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",18,"SAU","Saudi Arabia",2014,"","Communication and Information Technology Commission","1.39122e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",20,"ATG","Antigua and Barbuda",2014,"","Ministry of Information, Broadcasting, Telecommunications, and Information Technology","8905"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",25,"AZE","Azerbaijan",2014,"","Ministry of Communications and High Technologies (MC&HT)","330000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",28,"BHS","Bahamas",2014,"Obtained from URCA's Licensees","Utilities Regulation and Competition Authority","60278"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",33,"BFA","Burkina Faso",2014,"","Autorité de Régulation des Communications Électroniques et des Postes (ARCEP)","6510"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",34,"BGD","Bangladesh",2014,"","Bangladesh Telecommunication Regulatory Commission","1.32352e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",35,"BHR","Bahrain",2014,"Revised data ","Telecommunications Regulatory Authority ","415000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",40,"BWA","Botswana",2014,"","Botswana Communications Regulatory Authority (BOCRA)","11109"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",41,"BRB","Barbados",2014,"","Division of Energy & Telecommunications                ","60000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",42,"MMR","Myanmar",2014,"","Ministry of Communications and Information Technology","57184"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",43,"BRN","Brunei Darussalam",2014,"","Authority for Info-communications Technology Industry of Brunei Darussalam","22000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",49,"CHL","Chile",2014,"Estimated according to thelit  capacity of the cables SAM-1 and SAC-1. These capacities correspond to the regional ring and therefore may be used by neighboring countries.","Subsecretaría de Telecomunicaciones","4.5e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",50,"CHN","China",2014,"","MIIT.","9.83962e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",53,"COL","Colombia",2014,"","Ministerio de Tecnologías de la Información y las Comunicaciones","4e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",55,"CMR","Cameroon",2014,"MTN et ORANGE","Agence de Régulation des Télécommunications","3697"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",58,"COM","Comoros",2014,"","Autorité Nationale de Régulation des TIC","900"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",61,"CIV","Côte d'Ivoire",2014,"","Autorité de Régulation des Télécommunications/TIC","19745"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",63,"CUB","Cuba",2014,"","Ministerio de Comunicaciones","1560"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",74,"EGY","Egypt",2014,"","Ministry of Communications and Information Technology","467560"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",75,"ECU","Ecuador",2014,"Only fibre-optic submarine cables.","Agencia de Regulación y Control de las Telecomunicaciones","602734"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",77,"ETH","Ethiopia",2014,"","Ministry of Communications and Information Technology","27955"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",85,"GAB","Gabon",2014,"","Gabon Télécom","12754"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",92,"GMB","Gambia",2014,"","The Gambia Public Utilities Regulatory Authority","10240"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",94,"GNQ","Equatorial Guinea",2014,"","La Société Anonyme de Télécommunications de la République de Guinée Equatoriale","710"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",98,"GTM","Guatemala",2014,"","Superintendencia de Telecomunicaciones (SIT)","188800"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",100,"GIN","Guinea",2014,"","GUILAB","40000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",102,"GUY","Guyana",2014,"","National Frequency Management Unit","10945"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",103,"HKG","Hong Kong, China",2014,"","Office of the Communications Authority","2.44027e+007"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",108,"HTI","Haiti",2014,"","Conseil National des Télécommunications","8991"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",120,"JPN","Japan",2014,"","ITU research based on Telegeography's website.","5.56209e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",122,"JAM","Jamaica",2014,"","Office of Utilities Regulation","143360"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",124,"JOR","Jordan",2014,"","Telecommunications Regulatory Commission","92296"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",125,"KEN","Kenya",2014,"","Communications Authority  of Kenya","847523"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",128,"KOR","Korea (Rep. of)",2014,"","Ministry of Science, ICT and Future Planning","1.88633e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",132,"LBN","Lebanon",2014,"","Ogero/MoT","170000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",133,"LBR","Liberia",2014,"","","7938"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",135,"LCA","Saint Lucia",2014,"","National Telecommunications Regulatory Commission","120000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",137,"LSO","Lesotho",2014,"","Lesotho Communications Authority","2460"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",141,"MAC","Macao, China",2014,"Above value refers to total capacity of digital traffic, not just Internet.","Bureau of Telecommunications Regulation","93744"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",148,"MYS","Malaysia",2014,"","Malaysian Communications and Multimedia Commission","2.1501e+006"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",149,"MDV","Maldives",2014,"As a policy, more International capacity is acquired by the operators when the traffic load reaches 80% of the provisioned capacity.","Communications Authority of Maldives","11968"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",150,"MLI","Mali",2014,"Il s'agit de la somme des bandes passantes détenues par les opérateurs nationaux de télécommunications","Autorité Malienne de Régulation des Télécommunications/TIC et Postes (AMRTP)","4280"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",153,"MOZ","Mozambique",2014,"","Instituto Nacional das Comunicaçőes de Moçambique","21874"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",155,"MAR","Morocco",2014,"","Agence Nationale de Réglementation des Télécommunications","462000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",156,"MHL","Marshall Islands",2014,"1 10g bandwidth shared between two local fiber station linking with tear1 fiber carrier/station, ","Marshall Islands National Telecommunications Authority (NTA)","10000"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",160,"MRT","Mauritania",2014,"","Autorité de Régulation","4821"
19255,"i4214l","Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).","Mbit/s",166,"NER","Niger",2014,"","MPT-EN","15000"
